species	genome_sequence_num	genome_sequence_length	totol_masked_length	totol_masked_perc	Retroelements_num	Retroelements_len	Retroelements_perc	SINEs_num	SINEs_len	SINEs_perc	Penelope_num	Penelope_len	Penelope_perc	LINEs_num	LINEs_len	LINEs_perc	CRE/SLACS_num	CRE/SLACS_len	CRE/SLACS_perc	L2/CR1/Rex_num	L2/CR1/Rex_len	L2/CR1/Rex_perc	R1/LOA/Jockey_num	R1/LOA/Jockey_len	R1/LOA/Jockey_perc	R2/R4/NeSL_num	R2/R4/NeSL_len	R2/R4/NeSL_perc	RTE/Bov-B_num	RTE/Bov-B_len	RTE/Bov-B_perc	L1/CIN4_num	L1/CIN4_len	L1/CIN4_perc	LTR_num	LTR_len	LTR_perc	BEL/Pao_num	BEL/Pao_len	BEL/Pao_perc	Ty1/Copia_num	Ty1/Copia_len	Ty1/Copia_perc	Gypsy/DIRS1_num	Gypsy/DIRS1_len	Gypsy/DIRS1_perc	Retroviral_num	Retroviral_len	Retroviral_perc	DNA_num	DNA_len	DNA_perc	hobo-Activator_num	hobo-Activator_len	hobo-Activator_perc	Tc1-IS630-Pogo_num	Tc1-IS630-Pogo_len	Tc1-IS630-Pogo_perc	En-Spm_num	En-Spm_len	En-Spm_perc	MuDR-IS905_num	MuDR-IS905_len	MuDR-IS905_perc	PiggyBac_num	PiggyBac_len	PiggyBac_perc	Tourist/Harbinger_num	Tourist/Harbinger_len	Tourist/Harbinger_perc	Other_num	Other_len	Other_perc	Rolling-circles_num	Rolling-circles_len	Rolling-circles_perc	Unclassified_num	Unclassified_len	Unclassified_perc	Total_interspersed_repeats_len	Total_interspersed_repeats_perc	Small_RNA_num	Small_RNA_len	Small_RNA_perc	Satellites_num	Satellites_len	Satellites_perc	Simple_repeats_num	Simple_repeats_len	Simple_repeats_perc	Low_complexity_num	Low_complexity_len	Low_complexity_perc
Picoides_pubescens	31254	1167323935	274587073	0.2352	720805	225272104	0.193	5382	654880	0.0006	104	21439	0.0	697475	217185869	0.1861	0	0	0.0	685254	216277022	0.18530000000000002	0	0	0.0	12023	872291	0.0007000000000000001	37	2145	0.0	57	12972	0.0	17948	7431355	0.0064	0	0	0.0	0	0	0.0	141	43864	0.0	17666	7362942	0.0063	13215	2012274	0.0017000000000000001	2093	350916	0.0003	432	73818	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	3483	339658	0.0003	0	0	0.0	36	5185	0.0	166007	31222828	0.026699999999999998	258507206	0.22149999999999997	1802	220594	0.0002	3145	376127	0.0003	241611	12798798	0.011000000000000001	46418	2835468	0.0024
Podiceps_cristatus	82923	1134922578	104085511	0.0917	200202	67156909	0.0592	10828	1355672	0.0012	1292	200466	0.0002	169572	58283324	0.051399999999999994	0	0	0.0	160030	57507673	0.0507	0	0	0.0	8003	520083	0.0005	154	32342	0.0	93	22760	0.0	19802	7517913	0.0066	0	0	0.0	0	0	0.0	53	8406	0.0	19533	7469054	0.0066	27368	4437603	0.0039000000000000003	4413	784030	0.0007000000000000001	760	135384	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	8526	877239	0.0008	0	0	0.0	68	10561	0.0	90996	18569359	0.016399999999999998	90163871	0.0794	2225	313721	0.0003	1019	112834	0.0001	311735	11203624	0.009899999999999999	53072	2553392	0.0022
Pterocles_gutturalis	58607	1069324295	80653596	0.0754	160637	47996337	0.0449	9180	1142108	0.0011	1447	220827	0.0002	137835	41417528	0.0387	0	0	0.0	129905	40519303	0.0379	0	0	0.0	4568	300309	0.0003	118	20317	0.0	87	21534	0.0	13622	5436701	0.0051	0	0	0.0	0	0	0.0	148	37518	0.0	13258	5358919	0.005	24836	4037554	0.0038	4273	730454	0.0007000000000000001	656	115966	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	7414	771184	0.0007000000000000001	0	0	0.0	63	9308	0.0	71290	18105333	0.0169	70139224	0.06559999999999999	2197	303831	0.0003	1137	140103	0.0001	222899	8273968	0.0077	42202	2049740	0.0019
Pygoscelis_adeliae	19264	1216600033	91943633	0.0756	170291	57741705	0.0475	12680	1607524	0.0013	1843	326601	0.0003	133909	46873658	0.0385	0	0	0.0	127323	46205940	0.038	0	0	0.0	4489	279635	0.0002	156	36635	0.0	98	24847	0.0	23702	9260523	0.0076	0	0	0.0	0	0	0.0	674	148073	0.0001	22767	9061381	0.0074	34384	5773249	0.004699999999999999	6141	1070512	0.0009	808	145284	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	11220	1241107	0.001	0	0	0.0	86	12514	0.0	84163	18448281	0.0152	81963235	0.0674	2589	378225	0.0003	1756	337297	0.0003	199306	7873380	0.006500000000000001	38067	1718211	0.0014000000000000002
Struthio_camelus	6914	1225025301	77832398	0.0635	123905	44454211	0.0363	16586	2039101	0.0017000000000000001	864	193926	0.0002	104415	41621865	0.034	0	0	0.0	101100	41222599	0.0337	0	0	0.0	2199	141421	0.0001	37	2557	0.0	96	24305	0.0	2904	793245	0.0006	0	0	0.0	0	0	0.0	1245	307795	0.0003	1373	431514	0.0004	37853	6629864	0.0054	7157	1171294	0.001	818	147159	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	12431	1425088	0.0012	0	0	0.0	93	13534	0.0	74424	15513102	0.0127	66597177	0.054400000000000004	2941	431076	0.0004	635	90951	0.0001	242070	9308213	0.0076	38588	1774678	0.0014000000000000002
Tauraco_erythrolophus	59587	1155540733	117721864	0.10189999999999999	218970	78498255	0.0679	9660	1220825	0.0011	155	32580	0.0	192077	69945438	0.0605	0	0	0.0	180739	69221350	0.0599	0	0	0.0	10924	630905	0.0005	162	37332	0.0	97	23271	0.0	17233	7331992	0.0063	0	0	0.0	0	0	0.0	331	68797	0.0001	16496	7145829	0.0062	26856	4412046	0.0038	4782	825676	0.0007000000000000001	692	125083	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	8061	849400	0.0007000000000000001	0	0	0.0	67	10602	0.0	91818	25005168	0.0216	107915469	0.0934	2366	325020	0.0003	1170	129415	0.0001	194077	7715801	0.0067	41790	1902848	0.0016
Tinamus_guttatus	82514	1047056493	60401422	0.057699999999999994	119584	34216915	0.0327	6660	855356	0.0008	142	29207	0.0	103866	31377591	0.03	0	0	0.0	98052	30827173	0.0294	0	0	0.0	5447	400706	0.0004	148	102750	0.0001	77	17755	0.0	9058	1983968	0.0019	0	0	0.0	4335	291142	0.0003	112	24274	0.0	4386	1625067	0.0016	19776	3082207	0.0029	3358	534558	0.0005	594	107201	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	5521	556130	0.0005	0	0	0.0	60	8798	0.0	39646	9411970	0.009000000000000001	46711092	0.0446	1786	231273	0.0002	1122	141590	0.0001	284157	11285858	0.0108	47061	2207360	0.0021
Tyto_alba	62122	1120143088	83362857	0.07440000000000001	121689	44202086	0.0395	10342	1276731	0.0011	150	31828	0.0	93357	34887190	0.0311	0	0	0.0	90547	34609792	0.030899999999999997	0	0	0.0	2416	186807	0.0002	158	37154	0.0	86	21609	0.0	17990	8038165	0.0072	0	0	0.0	0	0	0.0	145	32371	0.0	17527	7912281	0.0070999999999999995	26963	4454852	0.004	4523	827137	0.0007000000000000001	721	132193	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	8295	856217	0.0008	0	0	0.0	58	8895	0.0	77945	21274498	0.019	69931436	0.062400000000000004	2192	317293	0.0003	698	79118	0.0001	283810	10695011	0.0095	51229	2612175	0.0023
Callaeas_wilsoni	40841	1047533504	84431232	0.0806	177286	54075770	0.0516	7422	895600	0.0009	407	70103	0.0001	145634	42604838	0.0407	0	0	0.0	141263	42234691	0.0403	0	0	0.0	3766	255253	0.0002	129	27276	0.0	69	17515	0.0	24230	10575332	0.0101	0	0	0.0	0	0	0.0	87	11855	0.0	23884	10459603	0.01	16188	2581497	0.0025	2585	454683	0.0004	506	90397	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4183	422010	0.0004	0	0	0.0	38	5826	0.0	52002	16385708	0.015600000000000001	73042975	0.0697	1641	222033	0.0002	1372	354786	0.0003	191659	8787895	0.0084	42343	2190267	0.0021
Casuarius_casuarius	3215	1204586945	74464091	0.061799999999999994	111746	37513242	0.0311	17707	2201927	0.0018	330	73915	0.0001	90549	33869769	0.0281	0	0	0.0	88627	33563229	0.0279	0	0	0.0	1148	120976	0.0001	200	48896	0.0	99	26393	0.0	3490	1441546	0.0012	0	0	0.0	0	0	0.0	748	182867	0.0002	2452	1204102	0.001	40928	7469440	0.0062	7464	1307024	0.0011	1104	433650	0.0004	0	0	0.0	0	0	0.0	0	0	0.0	13335	1574141	0.0013	0	0	0.0	101	15023	0.0	91984	18420856	0.015300000000000001	63403538	0.0526	3266	486996	0.0004	591	90783	0.0001	234239	9129661	0.0076	37777	1775383	0.0015
Crypturellus_soui	75803	1043359976	61242070	0.0587	94111	32651805	0.0313	5895	755484	0.0007000000000000001	120	24624	0.0	83937	30082093	0.0288	0	0	0.0	80203	29655255	0.028399999999999998	0	0	0.0	3287	221456	0.0002	255	164412	0.0002	72	16346	0.0	4279	1814228	0.0017000000000000001	0	0	0.0	0	0	0.0	27	5463	0.0	4071	1775974	0.0017000000000000001	17817	2794109	0.0027	2702	443606	0.0004	547	98547	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4910	495439	0.0005	0	0	0.0	50	7594	0.0	41566	10562006	0.0101	46007920	0.0441	1669	220154	0.0002	1062	141008	0.0001	293064	12599981	0.0121	49912	2437419	0.0023
Crypturellus_undulatus	84860	1021424416	50858789	0.049800000000000004	88081	31576613	0.030899999999999997	6148	790806	0.0008	121	24545	0.0	76550	29437661	0.0288	0	0	0.0	72665	28972760	0.028399999999999998	0	0	0.0	3451	245288	0.0002	244	178828	0.0002	69	16240	0.0	5383	1348146	0.0013	0	0	0.0	0	0	0.0	30	5049	0.0	5179	1310598	0.0013	18399	2876610	0.0028000000000000004	2756	450954	0.0004	558	100302	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	5223	524339	0.0005	0	0	0.0	49	8147	0.0	2660	458719	0.0004	34911942	0.0342	1839	247083	0.0002	2493	578624	0.0006	307235	12718295	0.0125	51438	2585758	0.0025
Menura_novaehollandiae	4051	1060480557	83112646	0.0784	180879	56817005	0.0536	8192	984340	0.0009	131	26308	0.0	152763	46522439	0.043899999999999995	0	0	0.0	148380	46155537	0.0435	0	0	0.0	4156	321313	0.0003	21	1301	0.0	75	17980	0.0	19924	9310226	0.0088	0	0	0.0	0	0	0.0	33	4284	0.0	19720	9274044	0.0087	18602	3051653	0.0029	3300	611201	0.0006	558	99778	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4944	505626	0.0005	0	0	0.0	49	7851	0.0	51926	12905595	0.012199999999999999	72774253	0.06860000000000001	1839	248460	0.0002	1488	355735	0.0003	181381	7930861	0.0075	39775	1992753	0.0019
Ardeotis_kori	9399	1150486959	100044805	0.087	181402	61265021	0.0533	9695	1207951	0.001	141	31520	0.0	155809	52723127	0.0458	0	0	0.0	149737	52329680	0.0455	0	0	0.0	5820	338527	0.0003	24	1578	0.0	87	21822	0.0	15898	7333943	0.0064	0	0	0.0	0	0	0.0	232	47999	0.0	15453	7244944	0.0063	25139	4168155	0.0036	4726	805773	0.0007000000000000001	657	119449	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	7302	778592	0.0007000000000000001	0	0	0.0	78	11910	0.0	82351	23594946	0.020499999999999997	89028122	0.0774	2121	299363	0.0003	963	116622	0.0001	233344	8652421	0.0075	47367	2190522	0.0019
Ceuthmochares_aereus	29877	1120248821	109293293	0.09759999999999999	292301	86465803	0.07719999999999999	6600	804890	0.0007000000000000001	130	26911	0.0	273316	81129563	0.0724	0	0	0.0	263957	80484947	0.0718	0	0	0.0	9041	576762	0.0005	113	22217	0.0	75	18726	0.0	12385	4531350	0.004	41	4997	0.0	0	0	0.0	33	4407	0.0	12156	4495102	0.004	20439	3489539	0.0031	2739	477532	0.0004	3632	811413	0.0007000000000000001	0	0	0.0	0	0	0.0	0	0	0.0	4731	478661	0.0004	0	0	0.0	52	7034	0.0	48295	11244260	0.01	101199602	0.09029999999999999	1650	223913	0.0002	1211	255859	0.0002	147408	6239199	0.005600000000000001	32383	1553396	0.0014000000000000002
Cochlearius_cochlearius	3770	1173743951	91584625	0.078	170276	58775301	0.0501	11773	1471323	0.0013	451	93851	0.0001	143037	50027064	0.0426	0	0	0.0	138157	49587993	0.042199999999999994	0	0	0.0	4305	318682	0.0003	29	2126	0.0	95	24412	0.0	15466	7276914	0.0062	0	0	0.0	0	0	0.0	110	51523	0.0	15065	7165661	0.0060999999999999995	30278	5064878	0.0043	5371	939100	0.0008	759	137157	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	9491	1028307	0.0009	0	0	0.0	81	11908	0.0	67368	17572487	0.015	81412666	0.0694	2630	375714	0.0003	1189	138111	0.0001	200517	8098482	0.0069	41055	1876645	0.0016
Geococcyx_californianus	213604	1134037073	104769835	0.0924	281762	79227584	0.0699	6975	874123	0.0008	127	25674	0.0	258778	72476180	0.0639	0	0	0.0	250391	71826569	0.0633	0	0	0.0	8147	598224	0.0005	36	6145	0.0	77	19568	0.0	16009	5877281	0.0052	0	0	0.0	0	0	0.0	46	6323	0.0	15797	5841000	0.0052	22084	3845520	0.0034000000000000002	3080	537752	0.0005	3730	917958	0.0008	0	0	0.0	0	0	0.0	0	0	0.0	5083	512603	0.0005	0	0	0.0	52	7051	0.0	82953	12440147	0.011000000000000001	95513251	0.0842	1877	254733	0.0002	1841	254965	0.0002	167256	7133978	0.0063	37438	1818924	0.0016
Glareola_pratincola	12282	1172993239	101243718	0.0863	193100	66544822	0.0567	9881	1222646	0.001	148	32059	0.0	170042	59150437	0.0504	0	0	0.0	165753	58818503	0.0501	0	0	0.0	4026	276385	0.0002	27	1816	0.0	88	21674	0.0	13177	6171739	0.0053	0	0	0.0	0	0	0.0	196	32403	0.0	12770	6099452	0.0052	25545	4190110	0.0036	4581	807661	0.0007000000000000001	672	118648	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	7317	764555	0.0007000000000000001	0	0	0.0	53	8627	0.0	72235	18176389	0.0155	88911321	0.0758	2236	328691	0.0003	945	161329	0.0001	245650	9866206	0.0084	49110	2240742	0.0019
Nyctibius_bracteatus	12634	1169290544	118942366	0.1017	215638	82177787	0.0703	10896	1335799	0.0011	518	110420	0.0001	189074	71948967	0.061500000000000006	0	0	0.0	183501	71469760	0.0611	0	0	0.0	4939	344879	0.0003	30	1755	0.0	86	22153	0.0	15668	8893021	0.0076	0	0	0.0	0	0	0.0	489	113298	0.0001	14962	8737999	0.0075	28604	4772978	0.0040999999999999995	5205	904980	0.0008	657	117674	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	8990	948365	0.0008	0	0	0.0	69	10650	0.0	89975	23245753	0.0199	110196518	0.0942	2381	336335	0.0003	986	141997	0.0001	164909	6869048	0.0059	36272	1673684	0.0014000000000000002
Oceanites_oceanicus	8405	1178378986	96922050	0.0823	159562	58263214	0.049400000000000006	11444	1466631	0.0012	439	102856	0.0001	133766	49092090	0.0417	0	0	0.0	128862	48644409	0.041299999999999996	0	0	0.0	4142	274351	0.0002	155	35677	0.0	90	22902	0.0	14352	7704493	0.006500000000000001	0	0	0.0	0	0	0.0	517	131658	0.0001	13592	7527623	0.0064	31020	5275718	0.0045000000000000005	5802	1045954	0.0009	771	138713	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	9204	1022849	0.0009	0	0	0.0	77	11658	0.0	90936	21106042	0.0179	84644974	0.0718	2546	364220	0.0003	1227	193284	0.0002	258901	9851871	0.0084	46711	2167632	0.0018
Rhodinocichla_rosea	5052	1031972585	88212699	0.0855	184246	54866398	0.053200000000000004	7019	833465	0.0008	104	19968	0.0	139797	38254625	0.0371	0	0	0.0	136758	38024337	0.0368	0	0	0.0	2844	193035	0.0002	26	1557	0.0	65	15728	0.0	37430	15778308	0.015300000000000001	0	0	0.0	0	0	0.0	31	3397	0.0	37255	15749289	0.015300000000000001	13770	2177947	0.0021	2181	384911	0.0004	457	80154	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	3467	348061	0.0003	0	0	0.0	43	6582	0.0	64706	19448635	0.018799999999999997	76492980	0.0741	1547	216558	0.0002	1277	337935	0.0003	197823	9131391	0.0088	41922	2180311	0.0021
Tachuris_rubrigastra	3838	1059681690	97963255	0.0924	196264	63893617	0.0603	8271	895639	0.0008	118	24076	0.0	165080	52086643	0.0492	0	0	0.0	159444	50629329	0.0478	0	0	0.0	4043	276373	0.0003	1403	1140257	0.0011	72	16608	0.0	22913	10911335	0.0103	0	0	0.0	0	0	0.0	34	3943	0.0	22721	10877927	0.0103	16207	2586871	0.0024	2690	480847	0.0005	505	90076	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4234	428997	0.0004	0	0	0.0	37	5763	0.0	56674	18404068	0.0174	84884556	0.0801	1653	214431	0.0002	1263	225991	0.0002	231931	10254482	0.0097	48880	2547976	0.0024
Ptilorrhoa_leucosticta	11358	1110559233	93636004	0.0843	181569	61007961	0.054900000000000004	7002	849663	0.0008	118	23282	0.0	140737	41612483	0.0375	0	0	0.0	136818	41293454	0.037200000000000004	0	0	0.0	3619	256692	0.0002	107	21578	0.0	75	17477	0.0	33830	18545815	0.0167	0	0	0.0	0	0	0.0	31	3615	0.0	33498	18409427	0.0166	16651	2659885	0.0024	2706	480563	0.0004	500	88075	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4468	445030	0.0004	0	0	0.0	46	7311	0.0	61651	18878544	0.017	82546390	0.07429999999999999	1611	216446	0.0002	1449	383885	0.0003	184396	8639363	0.0078000000000000005	39645	2017619	0.0018
Chaetorhynchus_papuensis	7933	1045122515	91295495	0.0874	179704	58211926	0.0557	6769	819476	0.0008	201	35849	0.0	142516	41674252	0.039900000000000005	0	0	0.0	138820	41382677	0.039599999999999996	0	0	0.0	3402	238080	0.0002	24	1531	0.0	69	16115	0.0	30419	15718198	0.015	0	0	0.0	155	107499	0.0001	31	3493	0.0	30076	15577997	0.0149	16462	2608858	0.0025	2784	483294	0.0005	499	89251	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4401	434249	0.0004	0	0	0.0	42	7092	0.0	61439	18842459	0.018000000000000002	79663243	0.0762	1646	215697	0.0002	1262	260983	0.0002	201164	9192217	0.0088	41759	2129835	0.002
Smithornis_capensis	7272	1061320296	93903448	0.0885	198499	63485491	0.059800000000000006	7475	857243	0.0008	111	23509	0.0	171295	52838253	0.049800000000000004	0	0	0.0	166003	51622224	0.048600000000000004	0	0	0.0	3878	269688	0.0003	1237	907696	0.0009	66	15136	0.0	19729	9789995	0.0092	0	0	0.0	0	0	0.0	30	3534	0.0	19435	9681375	0.0091	14886	2381530	0.0022	2438	433959	0.0004	498	87973	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	3777	384354	0.0004	0	0	0.0	36	5495	0.0	65296	18687513	0.0176	84554534	0.0797	1617	207999	0.0002	1490	392864	0.0004	157893	7053450	0.0066	37263	1852811	0.0017000000000000001
Chunga_burmeisteri	3579	1168693490	88540179	0.0758	141314	57058231	0.048799999999999996	11905	1472802	0.0013	306	72469	0.0001	117219	49590853	0.0424	0	0	0.0	113741	49289065	0.042199999999999994	0	0	0.0	3008	195511	0.0002	69	9896	0.0	95	23912	0.0	12190	5994576	0.0051	0	0	0.0	0	0	0.0	263	65572	0.0001	11709	5887140	0.005	28835	4784669	0.0040999999999999995	5063	877286	0.0008	752	136944	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	8888	945771	0.0008	0	0	0.0	75	10683	0.0	62771	16179573	0.0138	78022473	0.0668	2557	359262	0.0003	744	123513	0.0001	211456	8257649	0.0070999999999999995	44732	2074383	0.0018
Lophotis_ruficrista	4986	1111150882	90120080	0.08109999999999999	168267	54427826	0.049	9689	1211388	0.0011	1548	211038	0.0002	147394	48465499	0.0436	0	0	0.0	140540	47894625	0.0431	0	0	0.0	5095	310199	0.0003	132	29106	0.0	79	20531	0.0	11184	4750939	0.0043	0	0	0.0	0	0	0.0	147	33281	0.0	10831	4678339	0.0042	24842	4122990	0.0037	4335	752077	0.0007000000000000001	673	119477	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	7246	775430	0.0007000000000000001	0	0	0.0	62	10020	0.0	64412	19585971	0.0176	78136787	0.0703	2207	312671	0.0003	876	99026	0.0001	263358	9581624	0.0086	48069	2242248	0.002
Anhinga_anhinga	10030	1183194070	104188853	0.08810000000000001	173091	69527837	0.0588	12683	1507536	0.0013	155	33018	0.0	142100	60351935	0.051	0	0	0.0	138269	59885209	0.0506	0	0	0.0	3465	382032	0.0003	23	1458	0.0	97	24277	0.0	18308	7668366	0.006500000000000001	0	0	0.0	0	0	0.0	159	38372	0.0	17934	7588525	0.0064	28064	4701726	0.004	4660	824273	0.0007000000000000001	721	127730	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	8621	942408	0.0008	0	0	0.0	70	10534	0.0	79223	20732859	0.0175	94962422	0.0803	2430	349175	0.0003	997	134766	0.0001	174300	7252969	0.0060999999999999995	38845	1783251	0.0015
Corythaeola_cristata	36534	1091055752	80128882	0.07339999999999999	130005	45674655	0.04190000000000001	8532	1108351	0.001	133	27382	0.0	109965	39135012	0.0359	0	0	0.0	103402	38723701	0.0355	0	0	0.0	6209	329146	0.0003	142	34757	0.0	79	20026	0.0	11508	5431292	0.005	0	0	0.0	0	0	0.0	328	69221	0.0001	10985	5324622	0.0049	24270	4026026	0.0037	4046	735881	0.0007000000000000001	591	102014	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	7609	813116	0.0007000000000000001	0	0	0.0	61	9224	0.0	92353	22762002	0.0209	72462683	0.0664	2227	308581	0.0003	759	94935	0.0001	160048	5969925	0.0055000000000000005	33214	1539806	0.0014000000000000002
Dromaius_novaehollandiae	3302	1200670988	71095033	0.0592	107932	35009229	0.0292	16667	2107750	0.0018	453	101968	0.0001	88605	31989740	0.026600000000000002	0	0	0.0	86903	31702873	0.0264	0	0	0.0	956	113100	0.0001	28	2379	0.0	91	24251	0.0	2660	911739	0.0008	0	0	0.0	0	0	0.0	351	79039	0.0001	2030	780172	0.0006	40558	7228791	0.006	7541	1258450	0.001	1088	406904	0.0003	0	0	0.0	0	0	0.0	0	0	0.0	12930	1521887	0.0013	0	0	0.0	99	14145	0.0	85091	17231011	0.0144	59469031	0.0495	3264	485176	0.0004	580	82735	0.0001	243919	9738932	0.008100000000000001	37959	1741031	0.0015
Cephalopterus_ornatus	26262	1061560279	88895833	0.0837	205092	63379073	0.059699999999999996	7856	921345	0.0009	117	24694	0.0	175077	52609632	0.0496	0	0	0.0	166515	51427434	0.0484	0	0	0.0	4659	319697	0.0003	3714	820445	0.0008	72	17362	0.0	22159	9848096	0.009300000000000001	0	0	0.0	0	0	0.0	27	2920	0.0	21962	9813937	0.0092	17118	2762877	0.0026	2815	500750	0.0005	538	95571	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4490	454445	0.0004	0	0	0.0	47	6511	0.0	49800	12059079	0.011399999999999999	78201029	0.0737	1696	233550	0.0002	1167	152411	0.0001	195645	8232294	0.0078000000000000005	44648	2253967	0.0021
Grallaria_varia	26174	1056033657	91767854	0.08689999999999999	199080	60615864	0.0574	8789	1024060	0.001	121	23916	0.0	169274	50632309	0.0479	0	0	0.0	157107	47912002	0.0454	0	0	0.0	4049	270111	0.0003	7926	2410033	0.0023	71	16247	0.0	21017	8959495	0.0085	0	0	0.0	0	0	0.0	25	3039	0.0	20836	8927278	0.0085	15465	2469861	0.0023	2478	433816	0.0004	518	92186	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	3986	404013	0.0004	0	0	0.0	36	5850	0.0	59039	16670985	0.0158	79756710	0.0755	1572	212362	0.0002	1194	178169	0.0002	212920	9481449	0.009000000000000001	45683	2298028	0.0022
Sclerurus_mexicanus	13055	1046918217	87184398	0.0833	192581	59652773	0.057	7410	865282	0.0008	123	24140	0.0	162149	48716526	0.04650000000000001	0	0	0.0	156462	47697623	0.045599999999999995	0	0	0.0	3844	277003	0.0003	1649	700676	0.0007000000000000001	71	17084	0.0	23022	10070965	0.0096	0	0	0.0	0	0	0.0	32	3394	0.0	22836	10039375	0.0096	16521	2643825	0.0025	2736	490519	0.0005	538	95696	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	4302	429041	0.0004	0	0	0.0	44	7574	0.0	57528	14545574	0.0139	76842172	0.07339999999999999	1612	214804	0.0002	1119	161520	0.0002	182840	7942111	0.0076	44169	2188432	0.0021
Eubucco_bourcierii	46120	1237629233	351859561	0.2843	867693	276070046	0.2231	5171	808345	0.0007000000000000001	90	18350	0.0	842675	267839658	0.2164	0	0	0.0	819583	265855394	0.2148	0	0	0.0	14812	1009588	0.0008	23	4193	0.0	55	12831	0.0	19847	7422043	0.006	0	0	0.0	0	0	0.0	30	3244	0.0	19693	7396379	0.006	11922	1808128	0.0015	1838	310589	0.0003	436	73435	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	3034	298949	0.0002	0	0	0.0	38	5770	0.0	236549	52821090	0.042699999999999995	330699264	0.2672	1635	204819	0.0002	3039	465751	0.0004	302920	16670478	0.013500000000000002	60292	3964304	0.0032
Sakesphorus_luctuosus	25248	1080150879	115201331	0.1067	233977	70174393	0.065	8454	967508	0.0009	106	22218	0.0	203567	59513911	0.055099999999999996	0	0	0.0	193576	57984394	0.0537	0	0	0.0	5651	394973	0.0004	4171	1096908	0.001	63	15418	0.0	21956	9692974	0.009000000000000001	0	0	0.0	0	0	0.0	89	16570	0.0	21709	9646851	0.0089	15267	2423721	0.0022	2468	433204	0.0004	506	89265	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	3926	395233	0.0004	0	0	0.0	45	6502	0.0	112028	31127307	0.0288	103725421	0.096	1727	216768	0.0002	1384	194504	0.0002	186628	8957643	0.0083	43168	2266927	0.0021
Ciccaba_nigrolineata	30009	1188087058	89788364	0.0756	163291	53351291	0.0449	11156	1410293	0.0012	582	128342	0.0001	129873	44053516	0.0371	0	0	0.0	125706	43623850	0.036699999999999997	0	0	0.0	3471	276846	0.0002	29	3178	0.0	85	21300	0.0	22262	7887482	0.0066	0	0	0.0	2389	172648	0.0001	262	52682	0.0	19398	7621581	0.0064	30384	5086847	0.0043	5742	1038081	0.0009	785	142423	0.0001	0	0	0.0	0	0	0.0	0	0	0.0	9206	981931	0.0008	0	0	0.0	68	10722	0.0	91487	21336093	0.018000000000000002	79774231	0.06709999999999999	2542	365011	0.0003	1218	185042	0.0002	196602	7951259	0.0067	39652	1815325	0.0015
Penelope_pileata	12091	1027970763	93918029	0.09140000000000001	168652	57013987	0.0555	7007	850429	0.0008	120	25466	0.0	150441	52188608	0.0508	0	0	0.0	146607	51933042	0.050499999999999996	0	0	0.0	3630	212378	0.0002	14	809	0.0	70	16913	0.0	11204	3974950	0.0039000000000000003	0	0	0.0	0	0	0.0	101	16087	0.0	10944	3930398	0.0038	38254	11861747	0.0115	11207	3738392	0.0036	12619	5866190	0.005699999999999999	0	0	0.0	0	0	0.0	0	0	0.0	4839	493485	0.0005	0	0	0.0	47	6268	0.0	57579	13292762	0.0129	82168496	0.0799	1805	241234	0.0002	1263	185897	0.0002	224925	9384193	0.0091	44641	2121067	0.0021
